date,station_id,temperature,humidity,rainfall,wind_speed,cloud_cover,pressure,dew_point,station_name,latitude,longitude
2024-01-10,Cikampek,27.8,79.9,11.3,11.0,42.5,1010.2,23.8,Cikampek,-6.4,107.45
2024-01-11,Cikampek,27.8,73.4,22.0,1.9,13.2,1016.9,22.5,Cikampek,-6.4,107.45
2024-01-12,Cikampek,25.3,87.3,6.8,0.9,56.7,1018.7,22.8,Cikampek,-6.4,107.45
2024-01-13,Cikampek,27.4,94.6,6.8,7.2,10.8,1022.5,26.3,Cikampek,-6.4,107.45
2024-01-14,Cikampek,28.4,86.0,2.9,5.8,47.6,1014.2,25.6,Cikampek,-6.4,107.45
2024-01-15,Cikampek,26.4,81.7,7.4,0.6,33.9,1014.0,22.7,Cikampek,-6.4,107.45
2024-01-16,Cikampek,24.8,80.7,7.2,1.7,53.5,1015.5,20.9,Cikampek,-6.4,107.45
2024-01-17,Cikampek,25.4,88.9,8.0,4.5,46.1,1013.6,23.2,Cikampek,-6.4,107.45
2024-01-18,Cikampek,28.5,92.1,9.2,2.5,29.5,1016.4,27.0,Cikampek,-6.4,107.45
2024-01-19,Cikampek,23.6,81.5,7.3,11.4,12.8,1020.7,19.9,Cikampek,-6.4,107.45
2024-01-20,Cikampek,25.1,88.4,11.9,6.6,29.7,1006.0,22.8,Cikampek,-6.4,107.45
2024-01-21,Cikampek,27.5,93.4,17.6,4.2,42.1,1010.3,26.2,Cikampek,-6.4,107.45
2024-01-22,Cikampek,29.2,92.3,1.5,8.1,29.2,1019.5,27.7,Cikampek,-6.4,107.45
2024-01-23,Cikampek,29.0,81.4,19.6,1.3,75.5,1008.9,25.2,Cikampek,-6.4,107.45
2024-01-24,Cikampek,29.6,88.0,7.1,1.5,44.1,1010.1,27.2,Cikampek,-6.4,107.45
2024-01-25,Cikampek,30.5,90.7,9.0,2.5,52.6,1017.9,28.7,Cikampek,-6.4,107.45
2024-01-26,Cikampek,25.1,94.5,2.7,5.1,17.3,1015.1,24.0,Cikampek,-6.4,107.45
2024-01-27,Cikampek,27.2,84.5,1.8,4.3,74.6,1026.7,24.1,Cikampek,-6.4,107.45
2024-01-28,Cikampek,26.1,85.4,2.6,3.3,60.1,1010.6,23.2,Cikampek,-6.4,107.45
2024-01-29,Cikampek,24.6,91.3,3.7,1.0,5.8,1010.4,22.9,Cikampek,-6.4,107.45
2024-01-30,Cikampek,26.6,80.7,11.7,1.6,8.4,1017.4,22.8,Cikampek,-6.4,107.45
2024-01-31,Cikampek,25.8,82.0,4.1,2.9,45.1,1010.7,22.2,Cikampek,-6.4,107.45
2024-02-01,Cikampek,24.9,88.8,4.0,1.9,18.8,1016.0,22.7,Cikampek,-6.4,107.45
2024-02-02,Cikampek,26.1,83.0,4.8,0.6,20.4,1021.9,22.7,Cikampek,-6.4,107.45
2024-02-03,Cikampek,26.6,75.2,11.9,10.5,40.9,1010.6,21.6,Cikampek,-6.4,107.45
2024-02-04,Cikampek,28.8,97.5,7.7,4.4,26.2,1014.4,28.3,Cikampek,-6.4,107.45
2024-02-05,Cikampek,27.6,84.1,7.9,14.7,67.1,1018.3,24.5,Cikampek,-6.4,107.45
2024-02-06,Cikampek,24.1,87.0,5.0,3.3,74.5,1023.2,21.6,Cikampek,-6.4,107.45
2024-02-07,Cikampek,26.1,85.1,7.4,5.1,29.6,1009.7,23.2,Cikampek,-6.4,107.45
2024-02-08,Cikampek,29.1,90.6,8.5,3.4,62.0,1013.3,27.2,Cikampek,-6.4,107.45
2024-02-09,Cikampek,29.1,87.5,1.2,4.1,60.6,1002.6,26.6,Cikampek,-6.4,107.45
2024-02-10,Cikampek,25.2,84.4,2.1,0.7,23.7,1015.4,22.0,Cikampek,-6.4,107.45
2024-02-11,Cikampek,28.2,96.2,6.0,8.6,36.7,1011.2,27.4,Cikampek,-6.4,107.45
2024-02-12,Cikampek,27.1,86.0,3.6,1.1,29.3,1014.1,24.3,Cikampek,-6.4,107.45
2024-02-13,Cikampek,28.6,82.7,6.8,0.7,43.4,1013.2,25.2,Cikampek,-6.4,107.45
2024-02-14,Cikampek,27.8,87.5,13.6,10.1,80.3,1011.2,25.3,Cikampek,-6.4,107.45
2024-02-15,Cikampek,27.5,85.2,10.7,2.1,16.0,1005.9,24.5,Cikampek,-6.4,107.45
2024-02-16,Cikampek,23.2,81.0,1.3,2.9,15.6,1012.9,19.4,Cikampek,-6.4,107.45
2024-02-17,Cikampek,28.6,87.4,13.0,3.3,38.4,1005.3,26.1,Cikampek,-6.4,107.45
2024-02-18,Cikampek,28.3,84.6,1.1,3.0,92.8,1017.1,25.3,Cikampek,-6.4,107.45
2024-02-19,Cikampek,27.2,77.2,3.4,2.7,9.6,1023.3,22.6,Cikampek,-6.4,107.45
2024-02-20,Cikampek,27.3,83.2,2.4,9.0,21.0,1015.9,23.9,Cikampek,-6.4,107.45
2024-02-21,Cikampek,29.3,91.8,6.0,4.1,33.2,1011.4,27.7,Cikampek,-6.4,107.45
2024-02-22,Cikampek,26.6,83.7,3.6,3.8,24.3,1008.8,23.3,Cikampek,-6.4,107.45
2024-02-23,Cikampek,25.5,81.6,10.4,2.5,45.3,1019.1,21.9,Cikampek,-6.4,107.45
2024-02-24,Cikampek,27.7,82.5,12.6,3.7,42.2,1021.3,24.2,Cikampek,-6.4,107.45
2024-02-25,Cikampek,24.4,86.6,8.7,7.6,40.3,1010.3,21.8,Cikampek,-6.4,107.45
2024-02-26,Cikampek,26.4,85.1,5.2,4.5,6.8,1017.1,23.4,Cikampek,-6.4,107.45
2024-02-27,Cikampek,32.1,90.4,4.7,5.7,49.5,1014.0,30.1,Cikampek,-6.4,107.45
2024-02-28,Cikampek,33.0,85.5,6.4,0.5,37.2,1014.1,30.1,Cikampek,-6.4,107.45
2024-02-29,Cikampek,29.0,80.2,8.0,0.9,25.3,1024.0,25.1,Cikampek,-6.4,107.45
2024-03-01,Cikampek,27.3,83.4,3.4,1.6,85.2,1018.3,24.0,Cikampek,-6.4,107.45
2024-03-02,Cikampek,29.1,82.2,11.4,2.8,25.6,1011.3,25.6,Cikampek,-6.4,107.45
2024-03-03,Cikampek,29.5,86.0,7.8,4.6,37.8,1010.5,26.7,Cikampek,-6.4,107.45
2024-03-04,Cikampek,31.8,79.0,6.0,1.0,12.3,1018.6,27.6,Cikampek,-6.4,107.45
2024-03-05,Cikampek,31.4,87.4,8.8,7.3,39.4,1014.0,28.8,Cikampek,-6.4,107.45
2024-03-06,Cikampek,29.2,84.1,14.2,3.3,48.2,1007.1,26.1,Cikampek,-6.4,107.45
2024-03-07,Cikampek,28.9,82.6,1.6,9.1,15.1,1020.7,25.5,Cikampek,-6.4,107.45
2024-03-08,Cikampek,28.5,90.0,5.2,3.1,28.6,1018.4,26.5,Cikampek,-6.4,107.45
2024-03-09,Cikampek,30.0,86.3,7.8,1.8,40.9,1018.9,27.2,Cikampek,-6.4,107.45
2024-03-10,Cikampek,28.2,95.8,14.0,0.5,29.5,1019.5,27.4,Cikampek,-6.4,107.45
2024-03-11,Cikampek,28.1,80.7,5.1,8.8,23.6,1016.0,24.3,Cikampek,-6.4,107.45
2024-03-12,Cikampek,28.8,87.3,2.7,2.1,12.1,1006.0,26.2,Cikampek,-6.4,107.45
2024-03-13,Cikampek,29.7,76.7,3.5,1.5,67.6,1023.5,25.0,Cikampek,-6.4,107.45
2024-03-14,Cikampek,30.6,86.5,7.5,2.8,55.5,1014.5,27.9,Cikampek,-6.4,107.45
2024-03-15,Cikampek,31.2,82.6,0.5,0.5,58.3,1003.5,27.7,Cikampek,-6.4,107.45
2024-03-16,Cikampek,27.3,93.2,7.7,2.4,46.8,1016.6,25.9,Cikampek,-6.4,107.45
2024-03-17,Cikampek,27.9,89.8,6.3,12.1,44.0,1008.8,25.9,Cikampek,-6.4,107.45
2024-03-18,Cikampek,29.2,82.2,0.5,2.9,59.7,1017.9,25.6,Cikampek,-6.4,107.45
2024-03-19,Cikampek,27.1,85.0,10.6,4.7,3.9,1010.4,24.1,Cikampek,-6.4,107.45
2024-03-20,Cikampek,28.4,86.3,1.7,1.7,24.2,1006.9,25.6,Cikampek,-6.4,107.45
2024-03-21,Cikampek,30.8,86.8,10.4,5.1,60.1,1013.3,28.2,Cikampek,-6.4,107.45
2024-03-22,Cikampek,30.7,90.5,5.6,1.5,22.2,1008.5,28.8,Cikampek,-6.4,107.45
2024-03-23,Cikampek,29.2,90.0,4.5,4.0,35.3,1013.6,27.2,Cikampek,-6.4,107.45
2024-03-24,Cikampek,29.1,94.0,16.8,6.4,26.3,1010.6,27.9,Cikampek,-6.4,107.45
2024-03-25,Cikampek,29.7,88.0,8.5,0.4,88.6,1009.0,27.3,Cikampek,-6.4,107.45
2024-03-26,Cikampek,28.4,85.8,4.7,3.5,30.1,1004.6,25.5,Cikampek,-6.4,107.45
2024-03-27,Cikampek,31.0,83.1,3.6,2.2,47.9,1010.4,27.6,Cikampek,-6.4,107.45
2024-03-28,Cikampek,23.5,88.3,1.9,2.7,18.4,1009.4,21.1,Cikampek,-6.4,107.45
2024-03-29,Cikampek,28.0,82.4,10.0,1.5,35.8,1014.8,24.4,Cikampek,-6.4,107.45
2024-03-30,Cikampek,27.7,89.3,0.5,6.0,29.2,1016.8,25.6,Cikampek,-6.4,107.45
2024-03-31,Cikampek,27.0,83.7,3.5,1.1,80.0,1020.5,23.7,Cikampek,-6.4,107.45
2024-04-01,Cikampek,28.8,84.3,3.8,12.4,43.2,1005.9,25.7,Cikampek,-6.4,107.45
2024-04-02,Cikampek,29.5,84.4,9.7,5.3,9.5,1011.6,26.4,Cikampek,-6.4,107.45
2024-04-03,Cikampek,30.3,72.7,1.1,10.7,23.5,1012.5,24.8,Cikampek,-6.4,107.45
2024-04-04,Cikampek,27.6,83.5,0.9,9.5,36.1,1004.6,24.3,Cikampek,-6.4,107.45
2024-04-05,Cikampek,30.3,83.8,4.1,7.1,100.0,1023.2,27.1,Cikampek,-6.4,107.45
2024-04-06,Cikampek,30.2,81.5,6.8,7.4,37.8,1005.8,26.5,Cikampek,-6.4,107.45
2024-04-07,Cikampek,34.4,81.9,2.0,11.6,39.5,1015.3,30.7,Cikampek,-6.4,107.45
2024-04-08,Cikampek,29.2,76.7,0.1,2.7,39.9,1010.5,24.5,Cikampek,-6.4,107.45
2024-04-09,Cikampek,25.5,85.2,3.5,0.1,13.1,1017.5,22.6,Cikampek,-6.4,107.45
2024-04-10,Cikampek,28.9,80.9,3.8,8.6,29.0,1003.2,25.1,Cikampek,-6.4,107.45
2024-04-11,Cikampek,29.9,93.6,20.8,2.7,37.5,1019.1,28.6,Cikampek,-6.4,107.45
2024-04-12,Cikampek,26.3,90.1,1.7,0.8,23.8,1014.0,24.3,Cikampek,-6.4,107.45
2024-04-13,Cikampek,30.4,85.4,0.4,3.8,40.0,1009.5,27.5,Cikampek,-6.4,107.45
2024-04-14,Cikampek,30.1,87.2,1.7,4.4,30.3,1016.4,27.5,Cikampek,-6.4,107.45
2024-04-15,Cikampek,27.2,81.9,12.3,3.7,43.2,1016.1,23.6,Cikampek,-6.4,107.45
2024-04-16,Cikampek,27.7,76.9,7.6,9.0,12.7,1015.1,23.1,Cikampek,-6.4,107.45
2024-04-17,Cikampek,26.6,91.7,0.5,6.2,57.9,1012.4,24.9,Cikampek,-6.4,107.45
2024-04-18,Cikampek,28.6,76.3,4.8,2.2,41.0,1012.8,23.9,Cikampek,-6.4,107.45
2024-04-19,Cikampek,31.4,77.4,3.6,5.0,33.4,1011.7,26.8,Cikampek,-6.4,107.45
2024-04-20,Cikampek,27.1,86.3,14.9,1.9,48.2,1007.8,24.4,Cikampek,-6.4,107.45
2024-04-21,Cikampek,25.6,81.2,18.0,3.2,11.1,1008.1,21.9,Cikampek,-6.4,107.45
2024-04-22,Cikampek,30.1,82.2,4.1,3.1,72.9,1010.3,26.5,Cikampek,-6.4,107.45
2024-04-23,Cikampek,32.1,97.5,5.4,6.3,47.9,1013.3,31.6,Cikampek,-6.4,107.45
2024-04-24,Cikampek,28.3,82.9,3.0,2.0,33.8,1011.3,24.9,Cikampek,-6.4,107.45
2024-04-25,Cikampek,26.3,84.6,6.5,7.7,37.5,1007.5,23.2,Cikampek,-6.4,107.45
2024-04-26,Cikampek,29.6,78.4,2.0,3.6,32.2,1008.0,25.3,Cikampek,-6.4,107.45
2024-04-27,Cikampek,32.0,88.7,19.4,10.5,67.1,1011.4,29.7,Cikampek,-6.4,107.45
2024-04-28,Cikampek,28.9,80.2,11.2,1.7,15.4,1014.4,24.9,Cikampek,-6.4,107.45
2024-04-29,Cikampek,25.5,88.8,4.7,7.6,25.8,1012.7,23.3,Cikampek,-6.4,107.45
2024-04-30,Cikampek,27.9,86.0,10.6,0.9,40.3,1015.4,25.0,Cikampek,-6.4,107.45
2024-05-01,Cikampek,32.4,83.5,0.4,1.8,64.5,1010.7,29.1,Cikampek,-6.4,107.45
2024-05-02,Cikampek,24.3,73.4,0.4,6.0,29.2,1014.0,19.0,Cikampek,-6.4,107.45
2024-05-03,Cikampek,29.2,76.3,0.1,1.0,28.5,1013.6,24.5,Cikampek,-6.4,107.45
2024-05-04,Cikampek,29.0,77.2,0.2,6.3,28.3,1012.4,24.4,Cikampek,-6.4,107.45
2024-05-05,Cikampek,28.2,74.9,0.1,15.4,38.2,1019.3,23.2,Cikampek,-6.4,107.45
2024-05-06,Cikampek,28.2,69.1,0.0,1.8,35.8,1014.7,22.0,Cikampek,-6.4,107.45
2024-05-07,Cikampek,29.7,85.6,0.0,4.0,14.2,1017.5,26.8,Cikampek,-6.4,107.45
2024-05-08,Cikampek,31.1,67.5,0.0,2.1,52.2,1011.1,24.6,Cikampek,-6.4,107.45
2024-05-09,Cikampek,25.4,70.6,0.4,3.3,53.3,1017.0,19.5,Cikampek,-6.4,107.45
2024-05-10,Cikampek,27.1,81.3,0.7,3.3,57.7,1018.2,23.4,Cikampek,-6.4,107.45
2024-05-11,Cikampek,26.4,76.5,0.2,0.8,30.3,1004.5,21.8,Cikampek,-6.4,107.45
2024-05-12,Cikampek,31.4,71.7,0.2,3.1,35.9,1012.9,25.8,Cikampek,-6.4,107.45
2024-05-13,Cikampek,30.9,78.7,1.5,0.6,50.2,1022.4,26.6,Cikampek,-6.4,107.45
2024-05-14,Cikampek,30.2,76.5,0.0,5.9,100.0,1003.3,25.5,Cikampek,-6.4,107.45
2024-05-15,Cikampek,27.5,81.3,0.4,1.7,39.5,1025.1,23.8,Cikampek,-6.4,107.45
2024-05-16,Cikampek,24.5,80.4,0.1,4.3,62.5,1016.9,20.6,Cikampek,-6.4,107.45
2024-05-17,Cikampek,28.7,71.0,0.2,2.5,54.1,1015.7,22.9,Cikampek,-6.4,107.45
2024-05-18,Cikampek,30.1,84.0,0.1,3.4,54.0,1016.9,26.9,Cikampek,-6.4,107.45
2024-05-19,Cikampek,26.4,76.1,1.9,0.5,93.7,1016.3,21.6,Cikampek,-6.4,107.45
2024-05-20,Cikampek,29.7,71.8,0.0,1.5,14.2,1020.4,24.1,Cikampek,-6.4,107.45
2024-05-21,Cikampek,27.4,85.4,0.7,7.8,41.9,1014.0,24.5,Cikampek,-6.4,107.45
2024-05-22,Cikampek,31.7,72.6,0.2,4.7,33.4,1017.0,26.3,Cikampek,-6.4,107.45
2024-05-23,Cikampek,30.2,77.6,0.0,2.2,52.6,1006.7,25.7,Cikampek,-6.4,107.45
2024-05-24,Cikampek,27.1,78.9,0.1,3.1,18.3,1016.7,22.8,Cikampek,-6.4,107.45
2024-05-25,Cikampek,28.9,71.6,0.1,2.0,43.5,1013.1,23.2,Cikampek,-6.4,107.45
2024-05-26,Cikampek,30.3,70.2,0.1,4.8,26.1,1005.9,24.4,Cikampek,-6.4,107.45
2024-05-27,Cikampek,29.9,73.7,0.2,3.3,22.7,1015.8,24.6,Cikampek,-6.4,107.45
2024-05-28,Cikampek,29.7,71.1,0.8,1.2,100.0,1020.3,23.9,Cikampek,-6.4,107.45
2024-05-29,Cikampek,29.4,80.1,1.2,2.8,55.8,1023.2,25.4,Cikampek,-6.4,107.45
2024-05-30,Cikampek,27.3,81.6,0.2,0.5,22.8,1012.8,23.6,Cikampek,-6.4,107.45
2024-05-31,Cikampek,27.5,73.6,1.6,5.1,33.2,1014.9,22.3,Cikampek,-6.4,107.45
2024-06-01,Cikampek,30.8,75.5,0.3,3.9,17.2,1009.3,25.9,Cikampek,-6.4,107.45
2024-06-02,Cikampek,27.7,75.8,0.7,5.3,77.3,1020.2,22.9,Cikampek,-6.4,107.45
2024-06-03,Cikampek,27.4,65.8,0.3,4.9,51.3,1007.8,20.5,Cikampek,-6.4,107.45
2024-06-04,Cikampek,24.8,75.8,0.1,4.2,39.2,1020.7,19.9,Cikampek,-6.4,107.45
2024-06-05,Cikampek,29.1,80.9,0.1,1.9,33.8,1010.1,25.3,Cikampek,-6.4,107.45
2024-06-06,Cikampek,29.3,72.3,0.0,2.3,43.7,1013.5,23.8,Cikampek,-6.4,107.45
2024-06-07,Cikampek,26.3,77.9,0.6,16.7,37.2,1019.0,21.8,Cikampek,-6.4,107.45
2024-06-08,Cikampek,25.6,71.7,1.6,0.7,60.7,1016.3,20.0,Cikampek,-6.4,107.45
2024-06-09,Cikampek,31.4,69.7,0.1,2.9,10.6,1013.7,25.3,Cikampek,-6.4,107.45
2024-06-10,Cikampek,31.3,68.1,0.0,4.9,22.1,1011.3,24.9,Cikampek,-6.4,107.45
2024-06-11,Cikampek,28.8,81.3,0.0,3.4,52.2,1019.9,25.0,Cikampek,-6.4,107.45
2024-06-12,Cikampek,28.0,71.1,0.0,2.6,34.5,1005.2,22.2,Cikampek,-6.4,107.45
2024-06-13,Cikampek,29.4,73.0,0.2,8.0,22.3,1006.8,24.0,Cikampek,-6.4,107.45
2024-06-14,Cikampek,28.6,69.8,0.3,6.9,14.2,1006.6,22.6,Cikampek,-6.4,107.45
2024-06-15,Cikampek,27.5,73.8,0.0,4.3,25.0,1015.9,22.2,Cikampek,-6.4,107.45
2024-06-16,Cikampek,24.2,75.4,2.3,3.0,100.0,1011.3,19.3,Cikampek,-6.4,107.45
2024-06-17,Cikampek,28.7,80.0,0.5,6.4,38.3,1019.1,24.7,Cikampek,-6.4,107.45
2024-06-18,Cikampek,28.8,75.0,1.8,2.1,37.4,1003.7,23.8,Cikampek,-6.4,107.45
2024-06-19,Cikampek,25.5,80.8,0.1,2.1,23.4,1015.4,21.7,Cikampek,-6.4,107.45
2024-06-20,Cikampek,26.7,74.2,0.2,1.9,36.7,1008.0,21.5,Cikampek,-6.4,107.45
2024-06-21,Cikampek,30.3,70.5,0.0,2.6,81.6,1009.8,24.4,Cikampek,-6.4,107.45
2024-06-22,Cikampek,29.8,76.0,0.0,3.5,50.2,1007.5,25.0,Cikampek,-6.4,107.45
2024-06-23,Cikampek,26.6,77.1,0.1,2.5,47.5,1011.7,22.1,Cikampek,-6.4,107.45
2024-06-24,Cikampek,31.8,65.4,0.1,1.0,39.1,1024.6,24.9,Cikampek,-6.4,107.45
2024-06-25,Cikampek,30.1,65.0,0.3,6.4,62.8,1006.1,23.1,Cikampek,-6.4,107.45
2024-06-26,Cikampek,28.9,72.8,0.4,0.8,78.3,1014.2,23.5,Cikampek,-6.4,107.45
2024-06-27,Cikampek,28.2,77.7,0.3,1.2,13.3,1011.1,23.7,Cikampek,-6.4,107.45
2024-06-28,Cikampek,22.8,72.0,0.1,4.9,13.6,1018.7,17.2,Cikampek,-6.4,107.45
2024-06-29,Cikampek,25.7,82.3,0.0,2.0,49.4,1016.2,22.2,Cikampek,-6.4,107.45
2024-06-30,Cikampek,27.0,71.5,0.0,2.8,46.9,1007.5,21.3,Cikampek,-6.4,107.45
2024-07-01,Cikampek,30.0,70.6,0.2,1.6,75.0,1016.4,24.1,Cikampek,-6.4,107.45
2024-07-02,Cikampek,31.5,76.3,0.1,2.3,44.8,1015.8,26.8,Cikampek,-6.4,107.45
2024-07-03,Cikampek,26.2,84.0,0.2,11.1,37.0,1016.7,23.0,Cikampek,-6.4,107.45
2024-07-04,Cikampek,27.7,72.0,0.3,4.9,51.0,1021.0,22.1,Cikampek,-6.4,107.45
2024-07-05,Cikampek,25.1,75.5,0.1,3.5,8.3,1017.4,20.2,Cikampek,-6.4,107.45
2024-07-06,Cikampek,30.0,73.0,0.2,1.8,59.5,998.4,24.6,Cikampek,-6.4,107.45
2024-07-07,Cikampek,28.7,85.0,0.0,4.8,65.7,1014.0,25.7,Cikampek,-6.4,107.45
2024-07-08,Cikampek,27.7,75.8,1.1,3.8,13.8,1016.8,22.8,Cikampek,-6.4,107.45
2024-07-09,Cikampek,26.2,67.5,0.4,1.4,54.2,1016.9,19.7,Cikampek,-6.4,107.45
2024-07-10,Cikampek,27.0,76.9,0.2,6.8,26.3,1009.5,22.4,Cikampek,-6.4,107.45
2024-07-11,Cikampek,30.0,71.7,3.4,0.7,39.7,1017.0,24.3,Cikampek,-6.4,107.45
2024-07-12,Cikampek,29.4,71.9,0.0,2.7,51.5,1011.8,23.8,Cikampek,-6.4,107.45
2024-07-13,Cikampek,22.8,69.1,1.8,2.6,87.5,1015.2,16.7,Cikampek,-6.4,107.45
2024-07-14,Cikampek,29.2,79.1,0.3,3.0,8.2,1009.4,25.0,Cikampek,-6.4,107.45
2024-07-15,Cikampek,26.9,75.4,0.2,3.9,11.0,1016.1,22.0,Cikampek,-6.4,107.45
2024-07-16,Cikampek,27.4,75.8,0.0,8.8,42.7,1014.9,22.6,Cikampek,-6.4,107.45
2024-07-17,Cikampek,26.9,68.2,0.7,1.3,71.4,1004.5,20.5,Cikampek,-6.4,107.45
2024-07-18,Cikampek,24.1,86.6,0.6,7.6,11.1,1015.8,21.4,Cikampek,-6.4,107.45
2024-07-19,Cikampek,28.5,68.8,4.8,3.5,17.9,1018.6,22.3,Cikampek,-6.4,107.45
2024-07-20,Cikampek,29.3,76.4,0.0,4.8,21.3,1009.8,24.6,Cikampek,-6.4,107.45
2024-07-21,Cikampek,25.8,77.0,0.0,4.7,39.1,1009.2,21.2,Cikampek,-6.4,107.45
2024-07-22,Cikampek,26.5,73.6,0.4,1.3,49.4,1007.7,21.2,Cikampek,-6.4,107.45
2024-07-23,Cikampek,27.5,77.3,1.7,1.8,40.6,1012.5,23.0,Cikampek,-6.4,107.45
2024-07-24,Cikampek,27.7,74.7,0.4,4.7,14.5,1010.6,22.6,Cikampek,-6.4,107.45
2024-07-25,Cikampek,27.4,77.0,0.4,3.8,57.3,1008.4,22.8,Cikampek,-6.4,107.45
2024-07-26,Cikampek,25.7,72.3,0.0,1.5,70.6,1013.0,20.1,Cikampek,-6.4,107.45
2024-07-27,Cikampek,26.1,72.0,0.7,4.4,14.5,1016.1,20.5,Cikampek,-6.4,107.45
2024-07-28,Cikampek,27.1,68.0,0.1,2.4,34.3,1015.3,20.7,Cikampek,-6.4,107.45
2024-07-29,Cikampek,27.1,72.5,0.4,7.1,66.0,1017.4,21.6,Cikampek,-6.4,107.45
2024-07-30,Cikampek,26.6,78.9,0.3,3.3,53.3,1006.7,22.4,Cikampek,-6.4,107.45
2024-07-31,Cikampek,25.4,77.4,0.0,7.8,17.8,1012.5,20.9,Cikampek,-6.4,107.45
2024-08-01,Cikampek,27.7,72.2,1.9,6.5,24.7,1012.4,22.1,Cikampek,-6.4,107.45
2024-08-02,Cikampek,24.3,66.9,0.6,0.3,59.8,1015.7,17.7,Cikampek,-6.4,107.45
2024-08-03,Cikampek,26.3,64.1,0.3,1.6,37.4,1010.8,19.1,Cikampek,-6.4,107.45
2024-08-04,Cikampek,26.8,66.5,0.1,4.2,29.1,1009.0,20.1,Cikampek,-6.4,107.45
2024-08-05,Cikampek,25.3,66.5,0.1,6.5,35.9,1012.4,18.6,Cikampek,-6.4,107.45
2024-08-06,Cikampek,24.4,77.0,0.1,2.5,100.0,1013.4,19.8,Cikampek,-6.4,107.45
2024-08-07,Cikampek,23.4,68.4,0.5,2.4,21.4,1009.5,17.0,Cikampek,-6.4,107.45
2024-08-08,Cikampek,25.5,77.6,1.5,9.7,37.9,1014.7,21.1,Cikampek,-6.4,107.45
2024-08-09,Cikampek,26.9,75.9,0.3,4.1,49.0,1009.2,22.0,Cikampek,-6.4,107.45
2024-08-10,Cikampek,28.8,70.4,0.1,6.6,48.9,1014.5,22.9,Cikampek,-6.4,107.45
2024-08-11,Cikampek,28.5,73.8,0.5,2.7,61.7,1018.5,23.3,Cikampek,-6.4,107.45
2024-08-12,Cikampek,26.4,71.9,0.9,6.0,6.7,1008.8,20.7,Cikampek,-6.4,107.45
2024-08-13,Cikampek,26.0,75.6,0.3,1.7,24.3,1012.3,21.1,Cikampek,-6.4,107.45
2024-08-14,Cikampek,27.0,75.4,0.4,2.2,41.3,1018.4,22.0,Cikampek,-6.4,107.45
2024-08-15,Cikampek,26.0,73.0,1.0,2.6,10.6,1018.2,20.5,Cikampek,-6.4,107.45
2024-08-16,Cikampek,27.5,73.9,0.6,5.1,18.3,1009.7,22.3,Cikampek,-6.4,107.45
2024-08-17,Cikampek,26.0,76.2,0.1,0.7,35.4,1013.3,21.2,Cikampek,-6.4,107.45
2024-08-18,Cikampek,25.9,76.6,0.2,1.5,87.1,1014.1,21.2,Cikampek,-6.4,107.45
2024-08-19,Cikampek,23.7,65.7,0.0,4.3,83.8,1013.5,16.9,Cikampek,-6.4,107.45
2024-08-20,Cikampek,26.5,74.8,0.0,1.8,17.1,1017.8,21.4,Cikampek,-6.4,107.45
2024-08-21,Cikampek,26.8,78.6,0.6,2.1,26.6,1017.9,22.5,Cikampek,-6.4,107.45
2024-08-22,Cikampek,28.3,69.9,1.3,0.8,28.1,1012.7,22.3,Cikampek,-6.4,107.45
2024-08-23,Cikampek,29.6,79.9,0.4,5.8,20.0,1014.3,25.6,Cikampek,-6.4,107.45
2024-08-24,Cikampek,29.1,78.8,0.1,2.4,29.2,1018.4,24.9,Cikampek,-6.4,107.45
2024-08-25,Cikampek,27.8,70.8,0.5,5.9,100.0,1007.7,22.0,Cikampek,-6.4,107.45
2024-08-26,Cikampek,29.3,71.6,0.0,2.8,34.0,1004.8,23.6,Cikampek,-6.4,107.45
2024-08-27,Cikampek,26.6,67.1,0.0,3.4,54.0,1013.2,20.1,Cikampek,-6.4,107.45
2024-08-28,Cikampek,27.1,76.5,1.5,3.4,56.2,1006.2,22.4,Cikampek,-6.4,107.45
2024-08-29,Cikampek,26.8,73.7,0.5,0.9,27.9,1012.9,21.5,Cikampek,-6.4,107.45
2024-08-30,Cikampek,24.7,72.3,0.3,1.8,50.1,1005.9,19.2,Cikampek,-6.4,107.45
2024-08-31,Cikampek,24.5,75.5,0.5,0.9,23.4,1008.0,19.6,Cikampek,-6.4,107.45
2024-09-01,Cikampek,22.5,76.9,0.4,3.6,60.6,1005.8,17.9,Cikampek,-6.4,107.45
2024-09-02,Cikampek,26.5,68.4,0.2,0.6,38.4,1014.0,20.2,Cikampek,-6.4,107.45
2024-09-03,Cikampek,26.2,82.4,0.7,3.3,37.3,1019.7,22.7,Cikampek,-6.4,107.45
2024-09-04,Cikampek,26.1,74.9,1.0,1.6,24.9,1008.0,21.1,Cikampek,-6.4,107.45
2024-09-05,Cikampek,23.1,81.6,0.1,6.1,19.1,1009.0,19.4,Cikampek,-6.4,107.45
2024-09-06,Cikampek,24.4,72.9,0.1,5.6,52.2,1011.9,18.9,Cikampek,-6.4,107.45
2024-09-07,Cikampek,26.4,81.6,0.7,1.9,39.2,1007.2,22.8,Cikampek,-6.4,107.45
2024-09-08,Cikampek,22.6,66.8,0.3,7.4,88.3,1008.1,15.9,Cikampek,-6.4,107.45
2024-09-09,Cikampek,25.7,78.2,0.5,2.3,38.6,1012.0,21.4,Cikampek,-6.4,107.45
